iter	Passed	Remaining
766	1334	405
767	1336	403
768	1338	401
769	1339	400
770	1340	398
771	1342	396
772	1343	394
773	1344	392
774	1345	390
775	1346	388
776	1347	386
777	1348	384
778	1350	382
779	1351	381
780	1352	379
781	1354	377
782	1355	375
783	1355	373
784	1356	371
785	1357	369
786	1358	367
787	1359	365
788	1360	363
789	1361	361
790	1362	360
791	1363	358
792	1365	356
793	1367	354
794	1368	352
795	1369	351
796	1371	349
797	1372	347
798	1373	345
799	1374	343
800	1375	341
801	1376	339
802	1378	338
803	1379	336
804	1381	334
805	1382	332
806	1384	331
807	1385	329
808	1387	327
809	1388	325
810	1390	324
811	1391	322
812	1393	320
813	1394	318
814	1395	316
815	1397	315
816	1398	313
817	1400	311
818	1402	309
819	1403	308
820	1405	306
821	1406	304
822	1407	302
823	1408	300
824	1409	298
825	1410	297
826	1412	295
827	1414	293
828	1415	291
829	1416	290
830	1417	288
831	1418	286
832	1419	284
833	1421	282
834	1423	281
835	1424	279
836	1426	277
837	1428	276
838	1429	274
839	1430	272
840	1431	270
841	1433	268
842	1434	267
843	1435	265
844	1437	263
845	1439	261
846	1440	260
847	1442	258
848	1443	256
849	1444	254
850	1446	253
851	1447	251
852	1449	249
853	1450	248
854	1452	246
855	1454	244
856	1455	242
857	1457	241
858	1459	239
859	1460	237
860	1461	235
861	1463	234
862	1464	232
863	1465	230
864	1466	228
865	1469	227
866	1470	225
867	1473	224
868	1474	222
869	1476	220
870	1479	219
871	1481	217
872	1483	215
873	1484	214
874	1486	212
875	1488	210
876	1489	208
877	1491	207
878	1493	205
879	1494	203
880	1495	202
881	1496	200
882	1498	198
883	1499	196
884	1501	195
885	1502	193
886	1504	191
887	1506	190
888	1508	188
889	1509	186
890	1510	184
891	1512	183
892	1513	181
893	1514	179
894	1516	177
895	1518	176
896	1520	174
897	1522	172
898	1523	171
899	1524	169
900	1525	167
901	1527	165
902	1529	164
903	1530	162
904	1532	160
905	1534	159
906	1535	157
907	1536	155
908	1538	153
909	1539	152
910	1540	150
911	1541	148
912	1543	147
913	1544	145
914	1546	143
915	1548	141
916	1549	140
917	1551	138
918	1553	136
919	1554	135
920	1556	133
921	1557	131
922	1559	130
923	1560	128
924	1563	126
925	1564	125
926	1566	123
927	1567	121
928	1568	119
929	1570	118
930	1571	116
931	1573	114
932	1575	113
933	1576	111
934	1578	109
935	1580	108
936	1581	106
937	1583	104
938	1585	102
939	1586	101
940	1587	99
941	1588	97
942	1589	96
943	1590	94
944	1592	92
945	1593	90
946	1594	89
947	1596	87
948	1597	85
949	1598	84
950	1599	82
951	1600	80
952	1602	79
953	1604	77
954	1605	75
955	1607	73
956	1608	72
957	1610	70
958	1611	68
959	1613	67
960	1614	65
961	1616	63
962	1617	62
963	1618	60
964	1619	58
965	1620	57
966	1622	55
967	1623	53
968	1624	51
969	1626	50
970	1627	48
971	1628	46
972	1630	45
973	1631	43
974	1633	41
975	1635	40
976	1636	38
977	1637	36
978	1639	35
979	1641	33
980	1642	31
981	1644	30
982	1646	28
983	1647	26
984	1649	25
985	1650	23
986	1652	21
987	1654	20
988	1655	18
989	1656	16
990	1658	15
991	1660	13
992	1661	11
993	1663	10
994	1665	8
995	1667	6
996	1668	5
997	1670	3
998	1672	1
999	1673	0
